ID;UF;Região;Mês;Genero;Faixa etária;Nivel de graduação;Área de graduação;Empresa;Perfil;Curso;Tipo C H;Carga horária;Tipo de Curso;Turma;Status
MT525;AM;Norte;2;Feminino;30-39;Ens. Médio;Ciências Extas;Sol;Estágiario;Conhecimento Gerais;EaD;2;Curta duração;T1/54;Aprovado
MT526;RS;Sul;2;Masculino;50-59;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/55;Aprovado
MT527;SC;Sul;2;Feminino;18-29;Graduação;Ciências Humas;Lua;Estágiario;Conhecimento Gerais;EaD;2;Curta duração;T1/56;Aprovado
MT528;PR;Sul;2;Masculino;40-49;Ens. Médio;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/57;Não Iniciado
MT529;SP;Sudeste;2;Masculino;40-49;NI;NI;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/41;Não Iniciado
MT530;RN;Nordeste;3;Feminino;30-39;Pós Graduação;Ciências Extas;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/42;Aprovado
MT531;RN;Nordeste;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/43;Reprovado
MT532;RS;Sul;3;Feminino;18-29;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/44;Não Iniciado
MT533;SC;Sul;3;Masculino;40-49;Graduação;Ciências Humas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/45;Aprovado
MT534;PR;Sul;3;Feminino;30-39;Pós Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/46;Aprovado
MT535;MG;Sudeste;3;Masculino;50-59;NI;NI;Estrela;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/47;Aprovado
MT536;SP;Sudeste;3;Feminino;18-29;Graduação;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/48;Não Iniciado
MT537;BA;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Constelação;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/49;Aprovado
MT538;PR;Sul;2;Feminino;30-39;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/50;Reprovado
MT539;MG;Sudeste;2;Masculino;50-59;Graduação;NI;Sol;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/51;Não Iniciado
MT540;SP;Sudeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/52;Aprovado
MT541;RN;Nordeste;2;Masculino;40-49;Graduação;NI;Cometa;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/53;Aprovado
MT542;RN;Nordeste;2;Feminino;30-39;Ens. Médio;Ciências Extas;Sol;Estágiario;Conhecimento Gerais;EaD;2;Curta duração;T1/54;Aprovado
MT543;RS;Sul;2;Masculino;50-59;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/55;Aprovado
MT544;SC;Sul;2;Feminino;18-29;Graduação;Ciências Humas;Lua;Estágiario;Conhecimento Gerais;EaD;2;Curta duração;T1/56;Aprovado
MT545;PR;Sul;2;Masculino;40-49;Ens. Médio;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/57;Não Iniciado
MT546;RN;Nordeste;3;Masculino;30-39;Pós Graduação;Ciências Extas;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/42;Aprovado
MT547;RN;Nordeste;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/43;Reprovado
MT548;RS;Sul;3;Masculino;18-29;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/44;Não Iniciado
MT549;SC;Sul;3;Masculino;40-49;Graduação;Ciências Humas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/45;Aprovado
MT550;PR;Sul;3;Feminino;40-49;Pós Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/46;Aprovado
MT551;MG;Sudeste;3;Masculino;50-59;NI;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/47;Aprovado
MT552;SP;Sudeste;3;Masculino;40-49;Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/48;Não Iniciado
MT553;BA;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/49;Aprovado
MT554;PR;Sul;2;Feminino;40-49;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/50;Reprovado
MT555;MG;Sudeste;2;Masculino;50-59;Graduação;NI;Sol;Estágiario;Conhecimento Gerais;EaD;2;Curta duração;T1/51;Não Iniciado
MT556;SP;Sudeste;2;Feminino;50-59;Ens. Médio;Ciências Extas;Estrela;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/52;Aprovado
MT557;RN;Nordeste;2;Masculino;40-49;Graduação;NI;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/53;Aprovado
MT558;RN;Nordeste;2;Feminino;50-59;Ens. Médio;Ciências Extas;Constelação;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/54;Aprovado
MT559;RS;Sul;2;Masculino;50-59;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/55;Aprovado
MT560;SC;Sul;2;Feminino;50-59;Graduação;Ciências Humas;Sol;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/56;Aprovado
MT561;PR;Sul;2;Masculino;40-49;Ens. Médio;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/57;Não Iniciado
MT562;MG;Sudeste;2;Feminino;30-39;Graduação;Ciências Extas;Cometa;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/58;Aprovado
MT563;SP;Sudeste;2;Masculino;50-59;Ens. Médio;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/59;Reprovado
MT564;BA;Nordeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/60;Não Iniciado
MT565;PR;Sul;3;Masculino;40-49;Pós Graduação;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/17;Aprovado
MT566;MG;Sudeste;3;Feminino;30-39;NI;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/18;Não Iniciado
MT567;SP;Sudeste;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/19;Aprovado
MT568;RN;Nordeste;3;Feminino;18-29;Pós Graduação;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/20;Reprovado
MT569;RN;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Sol;Empresário;Conhecimento Gerais;EaD;2;Curta duração;T1/21;Não Iniciado
MT570;RS;Sul;3;Feminino;30-39;NI;Ciências Extas;Lua;Público;Conhecimento Gerais;EaD;2;Curta duração;T1/22;Aprovado
MT571;SC;Sul;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/23;Aprovado
MT572;PR;Sul;3;Feminino;18-29;Pós Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/24;Aprovado
MT573;MG;Sudeste;3;Masculino;40-49;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/25;Não Iniciado
MT574;SP;Sudeste;2;Feminino;30-39;Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/26;Aprovado
MT575;BA;Nordeste;2;Masculino;50-59;Pós Graduação;NI;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/27;Reprovado
MT576;PR;Sul;2;Feminino;18-29;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/28;Não Iniciado
MT577;MG;Sudeste;2;Masculino;40-49;Graduação;NI;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/29;Aprovado
MT578;SP;Sudeste;4;Feminino;30-39;Pós Graduação;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/30;Aprovado
MT579;RN;Nordeste;4;Masculino;50-59;NI;NI;Constelação;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/31;Aprovado
MT580;RN;Nordeste;4;Feminino;18-29;Graduação;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/32;Aprovado
MT581;RS;Sul;4;Masculino;40-49;Ens. Médio;NI;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/33;Aprovado
MT582;AM;Norte;4;Feminino;30-39;Graduação;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/34;Não Iniciado
MT583;PR;Sul;4;Masculino;50-59;Ens. Médio;Ciências Humas;Cometa;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/35;Aprovado
MT584;MG;Sudeste;1;Feminino;18-29;NI;Ciências Humas;Sol;Empresário;Conhecimento Gerais;EaD;2;Curta duração;T1/36;Reprovado
MT585;SP;Sudeste;1;Masculino;40-49;Graduação;NI;Lua;Público;Conhecimento Gerais;EaD;2;Curta duração;T1/37;Não Iniciado
MT586;BA;Nordeste;1;Feminino;30-39;Ens. Médio;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/38;Aprovado
MT587;PR;Sul;2;Masculino;50-59;Graduação;NI;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/39;Aprovado
MT588;MG;Sudeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/40;Aprovado
MT589;SP;Sudeste;2;Masculino;40-49;NI;NI;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/41;Não Iniciado
MT590;RN;Nordeste;3;Feminino;30-39;Pós Graduação;Ciências Extas;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/42;Aprovado
MT591;RN;Nordeste;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/43;Reprovado
MT592;RS;Sul;3;Feminino;18-29;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/44;Não Iniciado
MT593;SC;Sul;3;Masculino;40-49;Graduação;Ciências Humas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/45;Aprovado
MT594;PR;Sul;3;Feminino;30-39;Pós Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/46;Aprovado
MT595;MG;Sudeste;3;Masculino;50-59;NI;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/47;Aprovado
MT596;SP;Sudeste;3;Feminino;18-29;Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/48;Não Iniciado
MT597;BA;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/49;Aprovado
MT598;PR;Sul;2;Feminino;30-39;NI;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/50;Reprovado
MT599;MG;Sudeste;2;Masculino;50-59;Graduação;NI;Constelação;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/51;Não Iniciado
MT600;SP;Sudeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/52;Aprovado
MT601;RN;Nordeste;2;Masculino;40-49;Graduação;NI;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/53;Aprovado
MT602;RN;Nordeste;2;Feminino;30-39;Ens. Médio;Ciências Extas;Lua;Empresário;Conhecimento Gerais;EaD;2;Curta duração;T1/54;Aprovado
MT603;AM;Norte;2;Masculino;50-59;NI;Ciências Humas;Cometa;Público;Conhecimento Gerais;EaD;2;Curta duração;T1/55;Aprovado
MT604;SC;Sul;2;Feminino;40-49;Graduação;Ciências Humas;Lua;Estágiario;Conhecimento Gerais;EaD;2;Curta duração;T1/56;Aprovado
MT605;PR;Sul;2;Masculino;40-49;Ens. Médio;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/57;Não Iniciado
MT606;RN;Nordeste;3;Masculino;30-39;Pós Graduação;Ciências Extas;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/42;Aprovado
MT607;RN;Nordeste;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/43;Reprovado
MT608;RS;Sul;3;Masculino;40-49;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/44;Não Iniciado
MT609;SC;Sul;3;Masculino;40-49;Graduação;Ciências Humas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/45;Aprovado
MT610;PR;Sul;3;Feminino;40-49;Pós Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/46;Aprovado
MT611;MG;Sudeste;3;Masculino;50-59;NI;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/47;Aprovado
MT612;SP;Sudeste;3;Masculino;18-29;Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/48;Não Iniciado
MT613;BA;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/49;Aprovado
MT614;PR;Sul;2;Feminino;30-39;NI;Ciências Extas;Cometa;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/50;Reprovado
MT615;MG;Sudeste;2;Masculino;50-59;Graduação;NI;Sol;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/51;Não Iniciado
MT616;SP;Sudeste;2;Feminino;30-39;Ens. Médio;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/52;Aprovado
MT617;AM;Norte;2;Masculino;40-49;Graduação;NI;Lua;Empresário;Conhecimento Gerais;EaD;2;Curta duração;T1/53;Aprovado
MT618;RN;Nordeste;2;Feminino;30-39;Ens. Médio;Ciências Extas;Sol;Público;Conhecimento Gerais;EaD;2;Curta duração;T1/54;Aprovado
MT619;RS;Sul;2;Masculino;50-59;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/55;Aprovado
MT620;SC;Sul;2;Feminino;18-29;Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/56;Aprovado
MT621;PR;Sul;2;Masculino;40-49;Ens. Médio;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/57;Não Iniciado
MT622;MG;Sudeste;2;Feminino;30-39;Graduação;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/58;Aprovado
MT623;SP;Sudeste;2;Masculino;50-59;Ens. Médio;Ciências Extas;Constelação;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/59;Reprovado
MT624;BA;Nordeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/60;Não Iniciado
MT625;PR;Sul;3;Masculino;40-49;Pós Graduação;NI;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/17;Aprovado
MT626;MG;Sudeste;3;Feminino;30-39;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/18;Não Iniciado
MT627;SP;Sudeste;3;Masculino;50-59;Pós Graduação;NI;Cometa;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/19;Aprovado
MT628;RN;Nordeste;3;Feminino;30-39;Pós Graduação;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/20;Reprovado
MT629;RN;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Sol;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/21;Não Iniciado
MT630;RS;Sul;3;Feminino;30-39;NI;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/22;Aprovado
MT631;SC;Sul;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/23;Aprovado
MT632;PR;Sul;3;Feminino;18-29;Pós Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/24;Aprovado
MT633;MG;Sudeste;3;Masculino;40-49;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/25;Não Iniciado
MT634;SP;Sudeste;2;Feminino;30-39;Graduação;Ciências Humas;Estrela;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/26;Aprovado
MT635;AM;Norte;2;Masculino;50-59;Pós Graduação;NI;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/27;Reprovado
MT636;PR;Sul;2;Feminino;18-29;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/28;Não Iniciado
MT637;MG;Sudeste;2;Masculino;40-49;Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/29;Aprovado
MT638;SP;Sudeste;4;Feminino;30-39;Pós Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/30;Aprovado
MT639;RN;Nordeste;4;Masculino;50-59;NI;NI;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/31;Aprovado
MT640;RN;Nordeste;4;Feminino;18-29;Graduação;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/32;Aprovado
MT641;RS;Sul;4;Masculino;40-49;Ens. Médio;NI;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/33;Aprovado
MT642;SC;Sul;4;Feminino;30-39;Graduação;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/34;Não Iniciado
MT643;PR;Sul;4;Masculino;50-59;Ens. Médio;Ciências Humas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/35;Aprovado
MT644;MG;Sudeste;1;Feminino;18-29;NI;Ciências Humas;Constelação;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/36;Reprovado
MT645;SP;Sudeste;1;Masculino;40-49;Graduação;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/37;Não Iniciado
MT646;AM;Norte;1;Feminino;30-39;Ens. Médio;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/38;Aprovado
MT647;PR;Sul;2;Masculino;50-59;Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/39;Aprovado
MT648;MG;Sudeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Cometa;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/40;Aprovado
MT649;SP;Sudeste;2;Masculino;40-49;NI;NI;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/41;Não Iniciado
MT650;RN;Nordeste;3;Feminino;30-39;Pós Graduação;Ciências Extas;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/42;Aprovado
MT651;RN;Nordeste;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/43;Reprovado
MT652;RS;Sul;3;Feminino;18-29;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/44;Não Iniciado
MT653;SC;Sul;3;Masculino;40-49;Graduação;Ciências Humas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/45;Aprovado
MT654;PR;Sul;3;Feminino;30-39;Pós Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/46;Aprovado
MT655;MG;Sudeste;3;Masculino;50-59;NI;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/47;Aprovado
MT656;SP;Sudeste;3;Feminino;18-29;Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/48;Não Iniciado
MT657;BA;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/49;Aprovado
MT658;PR;Sul;2;Feminino;30-39;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/50;Reprovado
MT659;AM;Norte;2;Masculino;50-59;Graduação;NI;Sol;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/51;Não Iniciado
MT660;SP;Sudeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/52;Aprovado
MT661;RN;Nordeste;2;Masculino;40-49;Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/53;Aprovado
MT662;RN;Nordeste;2;Feminino;30-39;Ens. Médio;Ciências Extas;Sol;Estágiario;Conhecimento Gerais;EaD;2;Curta duração;T1/54;Aprovado
MT663;RS;Sul;2;Masculino;50-59;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/55;Aprovado
MT664;SC;Sul;2;Feminino;18-29;Graduação;Ciências Humas;Lua;Estágiario;Conhecimento Gerais;EaD;2;Curta duração;T1/56;Aprovado
MT665;PR;Sul;2;Masculino;40-49;Ens. Médio;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/57;Não Iniciado
MT666;RN;Nordeste;3;Masculino;30-39;Pós Graduação;Ciências Extas;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/42;Aprovado
MT667;RN;Nordeste;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/43;Reprovado
MT668;RS;Sul;3;Masculino;18-29;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/44;Não Iniciado
MT669;SC;Sul;3;Masculino;40-49;Graduação;Ciências Humas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/45;Aprovado
MT670;PR;Sul;3;Feminino;30-39;Pós Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/46;Aprovado
MT671;MG;Sudeste;3;Masculino;50-59;NI;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/47;Aprovado
MT672;SP;Sudeste;3;Masculino;18-29;Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/48;Não Iniciado
MT673;BA;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Lua;Empresário;Conhecimento Gerais;EaD;2;Curta duração;T1/49;Aprovado
MT674;PR;Sul;2;Feminino;30-39;NI;Ciências Extas;Lua;Público;Conhecimento Gerais;EaD;2;Curta duração;T1/50;Reprovado
MT675;MG;Sudeste;2;Masculino;50-59;Graduação;NI;Sol;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/51;Não Iniciado
MT676;SP;Sudeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/52;Aprovado
MT677;RN;Nordeste;2;Masculino;40-49;Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/53;Aprovado
MT678;RN;Nordeste;2;Feminino;30-39;Ens. Médio;Ciências Extas;Sol;Empresário;Conhecimento Gerais;EaD;2;Curta duração;T1/54;Aprovado
MT679;AM;Norte;2;Masculino;50-59;NI;Ciências Humas;Lua;Público;Conhecimento Gerais;EaD;2;Curta duração;T1/55;Aprovado
MT680;SC;Sul;2;Feminino;18-29;Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/56;Aprovado
MT681;PR;Sul;2;Masculino;40-49;Ens. Médio;Administração;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/57;Não Iniciado
MT682;MG;Sudeste;2;Feminino;30-39;Graduação;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/58;Aprovado
MT683;SP;Sudeste;2;Masculino;50-59;Ens. Médio;Técnologia ;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/59;Reprovado
MT684;BA;Nordeste;2;Feminino;18-29;Ens. Médio;Educação;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/60;Não Iniciado
MT685;PR;Sul;3;Masculino;40-49;Pós Graduação;Saúde;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/17;Aprovado
MT686;MG;Sudeste;3;Feminino;30-39;NI;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/18;Não Iniciado
MT687;SP;Sudeste;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/19;Aprovado
MT688;RN;Nordeste;3;Feminino;18-29;Pós Graduação;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/20;Reprovado
MT689;RN;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Sol;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/21;Não Iniciado
MT690;RS;Sul;3;Feminino;30-39;NI;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/22;Aprovado
MT691;SC;Sul;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/23;Aprovado
MT692;PR;Sul;3;Feminino;18-29;Pós Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/24;Aprovado
MT693;MG;Sudeste;3;Masculino;40-49;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/25;Não Iniciado
MT694;SP;Sudeste;2;Feminino;30-39;Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/26;Aprovado
MT695;BA;Nordeste;2;Masculino;50-59;Pós Graduação;NI;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/27;Reprovado
MT696;PR;Sul;2;Feminino;18-29;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/28;Não Iniciado
MT697;MG;Sudeste;2;Masculino;40-49;Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/29;Aprovado
MT698;SP;Sudeste;4;Feminino;30-39;Pós Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/30;Aprovado
MT699;RN;Nordeste;4;Masculino;50-59;NI;NI;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/31;Aprovado
