Id;Produto;Qte Vendida;Data;Loja; Preço Unitário ;Cor;Tamanho;Genero;;;;;;;;
4805;Chinelos;5;30/06/2021;Rio de Janeiro - RJ;R$ 411,11;Rosa;36;F;;;;;;;;
4806;Moda Infantil;2;11/09/2021;Campinas - SP;R$ 436,33;Preto;22;F;;;;;;;;
4807;Sapato Masculino;2;01/11/2021;Curitiba - PR;R$ 476,38;Branco;44;M;;;;;;;;
4808;Sapato Feminino;1;28/12/2021;Cascavel - PR;R$ 516,42;Verde;36;M;;;;;;;;
4809;Tênis;1;07/05/2021;Florianópolis - SC;R$ 556,46;Verde;40;F;;;;;;;;
4810;Tênis;5;11/04/2021;Chapecó - SC;R$ 596,51;Azul;39;M;;;;;;;;
4811;Moda Adulta;4;27/01/2021;Goiânia - GO;R$ 636,55;Vermelho;38;F;;;;;;;;
4812;Moda Infantil;3;16/07/2021;Maringá - PR;R$ 676,60;Rosa;12;M;;;;;;;;
4813;Moda Bebe;5;21/09/2021;Araçatuba - SP;R$ 716,64;Preto;1;F;;;;;;;;
4814;Chinelos;3;11/12/2021;Belo Horizonte - MG;R$ 756,68;Branco;37;F;;;;;;;;
4815;Botas;2;28/02/2021;Belo Horizonte - MG;R$ 540,18;Verde;36;F;;;;;;;;
4816;Tênis;5;26/01/2021;São Paulo - SP;R$ 543,13;Verde;34;F;;;;;;;;
4817;Sandália;2;20/02/2021;Salvador -BA;R$ 546,09;Azul;34;M;;;;;;;;
4818;Chinelos;4;05/09/2021;Rio de Janeiro - RJ;R$ 140,00;Vermelho;35;M;;;;;;;;
4819;Moda Infantil;4;23/03/2021;Campinas - SP;R$ 144,00;Rosa;36;F;;;;;;;;
4820;Sapato Masculino;5;11/05/2021;Curitiba - PR;R$ 210,00;Preto;22;M;;;;;;;;
4821;Sapato Feminino;2;22/02/2021;Cascavel - PR;R$ 212,99;Branco;44;F;;;;;;;;
4822;Moda Bebe;2;07/12/2021;Florianópolis - SC;R$ 247,99;Verde;36;M;;;;;;;;
4823;Chinelos;1;04/06/2021;Chapecó - SC;R$ 276,49;Verde;40;F;;;;;;;;
4824;Botas;1;16/09/2021;Goiânia - GO;R$ 304,98;Azul;39;F;;;;;;;;
4825;Tênis;5;29/12/2021;Maringá - PR;R$ 333,48;Vermelho;38;F;;;;;;;;
4826;Sandália;4;28/10/2021;Araçatuba - SP;R$ 361,98;Rosa;12;F;;;;;;;;
4827;Chinelos;3;03/04/2021;Belo Horizonte - MG;R$ 220,00;Preto;41;M;;;;;;;;
4828;Moda Infantil;5;16/10/2021;Cascavel - PR;R$ 140,00;Branco;37;M;;;;;;;;
4829;Sapato Masculino;3;08/04/2021;Florianópolis - SC;R$ 144,00;Verde;36;F;;;;;;;;
4830;Tênis;2;05/11/2021;Chapecó - SC;R$ 210,00;Verde;34;M;;;;;;;;
4831;Sandália;5;02/01/2021;Goiânia - GO;R$ 212,99;Azul;34;F;;;;;;;;
4832;Chinelos;2;15/01/2021;Maringá - PR;R$ 199,99;Vermelho;35;M;;;;;;;;
4833;Moda Infantil;4;01/04/2021;Araçatuba - SP;R$ 510,99;Rosa;36;F;;;;;;;;
4834;Sapato Masculino;4;03/09/2021;Belo Horizonte - MG;R$ 411,11;Preto;22;F;;;;;;;;
4835;Sapato Feminino;5;24/11/2021;São Paulo - SP;R$ 220,00;Branco;44;F;;;;;;;;
4836;Tênis;2;02/05/2021;Salvador -BA;R$ 140,00;Verde;36;F;;;;;;;;
4837;Tênis;2;07/01/2021;Salvador -BA;R$ 144,00;Verde;40;M;;;;;;;;
4838;Moda Adulta;1;14/11/2021;Rio de Janeiro - RJ;R$ 210,00;Azul;39;M;;;;;;;;
4839;Moda Infantil;1;16/03/2021;Campinas - SP;R$ 212,99;Vermelho;38;F;;;;;;;;
4840;Moda Bebe;5;18/06/2021;Curitiba - PR;R$ 199,99;Rosa;12;M;;;;;;;;
4841;Chinelos;4;11/02/2021;Cascavel - PR;R$ 510,99;Preto;1;F;;;;;;;;
4842;Botas;3;02/08/2021;Florianópolis - SC;R$ 411,11;Branco;37;M;;;;;;;;
4843;Tênis;5;14/10/2021;Chapecó - SC;R$ 220,00;Verde;36;F;;;;;;;;
4844;Sandália;3;08/02/2021;Goiânia - GO;R$ 140,00;Verde;34;F;;;;;;;;
4845;Chinelos;2;27/07/2021;Maringá - PR;R$ 144,00;Azul;34;F;;;;;;;;
4846;Moda Infantil;5;13/12/2021;Araçatuba - SP;R$ 210,00;Vermelho;35;F;;;;;;;;
4847;Sapato Masculino;2;16/03/2021;Belo Horizonte - MG;R$ 212,99;Rosa;36;M;;;;;;;;
4848;Sapato Feminino;4;01/07/2021;Salvador -BA;R$ 199,99;Preto;22;M;;;;;;;;
4849;Tênis;4;04/03/2021;Rio de Janeiro - RJ;R$ 510,99;Branco;44;F;;;;;;;;
4850;Tênis;5;06/11/2021;Campinas - SP;R$ 411,11;Verde;36;M;;;;;;;;
4851;Moda Adulta;2;08/01/2021;Curitiba - PR;R$ 220,00;Verde;40;F;;;;;;;;
4852;Moda Bebe;2;18/04/2021;Cascavel - PR;R$ 140,00;Azul;39;M;;;;;;;;
4853;Chinelos;1;26/02/2021;Florianópolis - SC;R$ 144,00;Vermelho;38;F;;;;;;;;
4854;Botas;1;13/05/2021;Chapecó - SC;R$ 210,00;Rosa;12;F;;;;;;;;
4855;Tênis;5;15/10/2021;Goiânia - GO;R$ 212,99;Preto;1;F;;;;;;;;
4856;Sandália;4;28/09/2021;Maringá - PR;R$ 199,99;Branco;37;F;;;;;;;;
4857;Chinelos;3;22/01/2021;Araçatuba - SP;R$ 510,99;Verde;36;M;;;;;;;;
4858;Moda Infantil;5;03/04/2021;Belo Horizonte - MG;R$ 411,11;Verde;34;M;;;;;;;;
4859;Sapato Masculino;3;18/12/2021;São Paulo - SP;R$ 436,33;Azul;34;F;;;;;;;;
4860;Sapato Feminino;2;14/01/2021;Salvador -BA;R$ 476,38;Vermelho;35;M;;;;;;;;
4861;Tênis;5;13/01/2021;Rio de Janeiro - RJ;R$ 516,42;Rosa;36;F;;;;;;;;
4862;Tênis;2;28/01/2021;Campinas - SP;R$ 556,46;Preto;22;M;;;;;;;;
4863;Sandália;4;19/08/2021;Curitiba - PR;R$ 596,51;Branco;44;F;;;;;;;;
4864;Chinelos;4;25/10/2021;Cascavel - PR;R$ 636,55;Verde;36;F;;;;;;;;
4865;Moda Infantil;5;23/06/2021;Florianópolis - SC;R$ 676,60;Verde;40;F;;;;;;;;
4866;Sapato Masculino;2;25/01/2021;Chapecó - SC;R$ 716,64;Azul;39;F;;;;;;;;
4867;Tênis;2;14/09/2021;Goiânia - GO;R$ 756,68;Vermelho;38;M;;;;;;;;
4868;Sandália;1;24/12/2021;Maringá - PR;R$ 510,99;Rosa;12;M;;;;;;;;
4869;Chinelos;1;15/06/2021;Araçatuba - SP;R$ 411,11;Preto;1;F;;;;;;;;
4870;Moda Infantil;5;29/01/2021;Belo Horizonte - MG;R$ 220,00;Branco;37;M;;;;;;;;
4871;Sapato Masculino;4;26/05/2021;São Paulo - SP;R$ 140,00;Verde;36;F;;;;;;;;
4872;Sapato Feminino;3;17/07/2021;Salvador -BA;R$ 144,00;Verde;34;M;;;;;;;;
4873;Tênis;5;10/06/2021;Rio de Janeiro - RJ;R$ 210,00;Azul;34;F;;;;;;;;
4874;Tênis;3;24/12/2021;Campinas - SP;R$ 212,99;Vermelho;35;F;;;;;;;;
4875;Moda Adulta;2;31/12/2021;Curitiba - PR;R$ 199,99;Rosa;36;F;;;;;;;;
4876;Moda Infantil;5;08/05/2021;Cascavel - PR;R$ 510,99;Preto;22;F;;;;;;;;
4877;Moda Bebe;2;03/06/2021;Florianópolis - SC;R$ 411,11;Branco;44;M;;;;;;;;
4878;Chinelos;4;16/06/2021;Chapecó - SC;R$ 436,33;Verde;36;M;;;;;;;;
4879;Botas;4;29/07/2021;Goiânia - GO;R$ 476,38;Verde;40;F;;;;;;;;
4880;Tênis;5;25/08/2021;Maringá - PR;R$ 516,42;Azul;39;M;;;;;;;;
4881;Sandália;2;04/11/2021;Araçatuba - SP;R$ 556,46;Vermelho;38;F;;;;;;;;
4882;Chinelos;2;30/09/2021;Belo Horizonte - MG;R$ 596,51;Rosa;12;M;;;;;;;;
4883;Moda Infantil;1;16/06/2021;São Paulo - SP;R$ 636,55;Preto;1;F;;;;;;;;
4884;Sapato Masculino;1;18/07/2021;Salvador -BA;R$ 676,60;Branco;37;F;;;;;;;;
4885;Sapato Feminino;5;18/10/2021;Rio de Janeiro - RJ;R$ 716,64;Verde;36;F;;;;;;;;
4886;Tênis;4;21/05/2021;Campinas - SP;R$ 756,68;Verde;34;F;;;;;;;;
4887;Tênis;3;13/10/2021;Curitiba - PR;R$ 510,99;Azul;34;M;;;;;;;;
4888;Moda Adulta;5;30/06/2021;Cascavel - PR;R$ 411,11;Vermelho;35;M;;;;;;;;
4889;Moda Infantil;3;01/12/2021;Florianópolis - SC;R$ 220,00;Rosa;36;F;;;;;;;;
4890;Moda Bebe;2;08/08/2021;Chapecó - SC;R$ 140,00;Preto;22;M;;;;;;;;
4891;Chinelos;5;14/10/2021;Goiânia - GO;R$ 144,00;Branco;44;F;;;;;;;;
4892;Botas;2;20/08/2021;Maringá - PR;R$ 210,00;Verde;36;M;;;;;;;;
4893;Tênis;4;10/04/2021;Araçatuba - SP;R$ 212,99;Verde;40;F;;;;;;;;
4894;Sandália;4;16/05/2021;Belo Horizonte - MG;R$ 199,99;Azul;39;F;;;;;;;;
4895;Chinelos;5;03/01/2021;São Paulo - SP;R$ 510,99;Vermelho;38;F;;;;;;;;
4896;Moda Infantil;2;15/06/2021;Salvador -BA;R$ 411,11;Rosa;12;F;;;;;;;;
4897;Sapato Masculino;2;24/02/2021;Rio de Janeiro - RJ;R$ 436,33;Preto;1;M;;;;;;;;
4898;Sapato Feminino;1;25/11/2021;Campinas - SP;R$ 476,38;Branco;37;M;;;;;;;;
4899;Tênis;1;16/12/2021;Curitiba - PR;R$ 516,42;Verde;36;F;;;;;;;;
4900;Tênis;5;27/05/2021;Cascavel - PR;R$ 556,46;Verde;34;M;;;;;;;;
4901;Moda Adulta;4;15/10/2021;Florianópolis - SC;R$ 596,51;Azul;34;F;;;;;;;;
4902;Moda Infantil;3;04/11/2021;Chapecó - SC;R$ 636,55;Vermelho;35;M;;;;;;;;
4903;Moda Bebe;5;25/01/2021;Goiânia - GO;R$ 676,60;Rosa;36;F;;;;;;;;
4904;Chinelos;3;24/01/2021;Maringá - PR;R$ 716,64;Preto;22;F;;;;;;;;
4905;Botas;2;09/01/2021;Araçatuba - SP;R$ 756,68;Branco;44;F;;;;;;;;
4906;Tênis;5;07/10/2021;Belo Horizonte - MG;R$ 510,99;Verde;36;F;;;;;;;;
4907;Sandália;2;21/06/2021;São Paulo - SP;R$ 411,11;Verde;40;M;;;;;;;;
4908;Chinelos;4;07/03/2021;Salvador -BA;R$ 220,00;Azul;39;M;;;;;;;;
4909;Moda Infantil;4;19/01/2021;Rio de Janeiro - RJ;R$ 140,00;Vermelho;38;F;;;;;;;;
4910;Sapato Masculino;5;15/06/2021;Campinas - SP;R$ 144,00;Rosa;12;M;;;;;;;;
4911;Sapato Feminino;2;06/11/2021;Curitiba - PR;R$ 210,00;Preto;1;F;;;;;;;;
4912;Moda Bebe;2;29/08/2021;Cascavel - PR;R$ 212,99;Branco;37;M;;;;;;;;
4913;Chinelos;1;30/07/2021;Florianópolis - SC;R$ 199,99;Verde;36;F;;;;;;;;
4914;Botas;1;30/12/2021;Chapecó - SC;R$ 510,99;Verde;34;F;;;;;;;;
4915;Tênis;5;10/06/2021;Goiânia - GO;R$ 411,11;Azul;34;F;;;;;;;;
4916;Sandália;4;15/02/2021;Maringá - PR;R$ 436,33;Vermelho;35;F;;;;;;;;
4917;Chinelos;3;05/09/2021;Araçatuba - SP;R$ 476,38;Rosa;36;M;;;;;;;;
4918;Moda Infantil;5;13/07/2021;Belo Horizonte - MG;R$ 516,42;Preto;22;M;;;;;;;;
4919;Sapato Masculino;3;22/06/2021;São Paulo - SP;R$ 556,46;Branco;44;F;;;;;;;;
4920;Tênis;2;05/11/2021;Salvador -BA;R$ 596,51;Verde;36;M;;;;;;;;
4921;Sandália;5;08/07/2021;Rio de Janeiro - RJ;R$ 636,55;Verde;40;F;;;;;;;;
4922;Chinelos;2;17/02/2021;Campinas - SP;R$ 676,60;Azul;39;M;;;;;;;;
4923;Moda Infantil;4;23/04/2021;Curitiba - PR;R$ 716,64;Vermelho;38;F;;;;;;;;
4924;Sapato Masculino;4;03/04/2021;Cascavel - PR;R$ 756,68;Rosa;12;F;;;;;;;;
4925;Sapato Feminino;5;23/07/2021;Florianópolis - SC;R$ 540,18;Preto;41;F;;;;;;;;
4926;Tênis;2;27/01/2021;Chapecó - SC;R$ 543,13;Branco;37;F;;;;;;;;
4927;Tênis;2;07/12/2021;Goiânia - GO;R$ 546,09;Verde;36;M;;;;;;;;
4928;Moda Adulta;1;16/01/2021;Maringá - PR;R$ 140,00;Verde;34;M;;;;;;;;
4929;Moda Infantil;1;17/04/2021;Araçatuba - SP;R$ 144,00;Azul;34;F;;;;;;;;
4930;Moda Bebe;5;21/04/2021;Belo Horizonte - MG;R$ 210,00;Vermelho;35;M;;;;;;;;
4931;Chinelos;4;05/01/2021;São Paulo - SP;R$ 212,99;Rosa;36;F;;;;;;;;
4932;Botas;3;14/09/2021;Salvador -BA;R$ 247,99;Preto;22;M;;;;;;;;
4933;Tênis;5;10/09/2021;Rio de Janeiro - RJ;R$ 276,49;Branco;44;F;;;;;;;;
4934;Sandália;3;02/09/2021;Campinas - SP;R$ 304,98;Verde;36;F;;;;;;;;
4935;Chinelos;2;21/04/2021;Curitiba - PR;R$ 333,48;Verde;40;F;;;;;;;;
4936;Moda Infantil;5;27/07/2021;Cascavel - PR;R$ 361,98;Azul;39;F;;;;;;;;
4937;Sapato Masculino;2;15/12/2021;Florianópolis - SC;R$ 220,00;Vermelho;38;M;;;;;;;;
4938;Sapato Feminino;4;01/03/2021;Chapecó - SC;R$ 140,00;Rosa;12;M;;;;;;;;
4939;Tênis;4;24/06/2021;Goiânia - GO;R$ 144,00;Preto;1;F;;;;;;;;
4940;Tênis;5;04/03/2021;Maringá - PR;R$ 210,00;Branco;37;M;;;;;;;;
4941;Moda Adulta;2;12/06/2021;Araçatuba - SP;R$ 212,99;Verde;36;F;;;;;;;;
4942;Moda Bebe;2;23/12/2021;Belo Horizonte - MG;R$ 199,99;Verde;34;M;;;;;;;;
4943;Chinelos;1;06/11/2021;Belo Horizonte - MG;R$ 510,99;Azul;34;F;;;;;;;;
4944;Botas;1;08/11/2021;São Paulo - SP;R$ 411,11;Vermelho;35;F;;;;;;;;
4945;Tênis;5;17/09/2021;Salvador -BA;R$ 220,00;Rosa;36;F;;;;;;;;
4946;Sandália;4;09/10/2021;Rio de Janeiro - RJ;R$ 140,00;Preto;22;F;;;;;;;;
4947;Chinelos;3;08/12/2021;Campinas - SP;R$ 144,00;Branco;44;M;;;;;;;;
4948;Moda Infantil;5;21/05/2021;Curitiba - PR;R$ 210,00;Verde;36;M;;;;;;;;
4949;Sapato Masculino;3;18/12/2021;Cascavel - PR;R$ 212,99;Verde;40;F;;;;;;;;
4950;Sapato Feminino;2;20/01/2021;Florianópolis - SC;R$ 199,99;Azul;39;M;;;;;;;;
4951;Tênis;5;21/04/2021;Chapecó - SC;R$ 510,99;Vermelho;38;F;;;;;;;;
4952;Tênis;2;22/05/2021;Goiânia - GO;R$ 411,11;Rosa;12;M;;;;;;;;
4953;Sandália;4;10/10/2021;Maringá - PR;R$ 220,00;Preto;1;F;;;;;;;;
4954;Chinelos;4;04/03/2021;Araçatuba - SP;R$ 140,00;Branco;37;F;;;;;;;;
4955;Moda Infantil;5;07/09/2021;Belo Horizonte - MG;R$ 144,00;Verde;36;F;;;;;;;;
4956;Sapato Masculino;2;18/02/2021;Cascavel - PR;R$ 210,00;Verde;34;F;;;;;;;;
4957;Tênis;2;13/12/2021;Florianópolis - SC;R$ 212,99;Azul;34;M;;;;;;;;
4958;Sandália;1;04/07/2021;Chapecó - SC;R$ 199,99;Vermelho;35;M;;;;;;;;
4959;Chinelos;1;09/01/2021;Goiânia - GO;R$ 510,99;Rosa;36;F;;;;;;;;
4960;Moda Infantil;5;12/10/2021;Maringá - PR;R$ 411,11;Preto;22;M;;;;;;;;
4961;Sapato Masculino;4;08/12/2021;Araçatuba - SP;R$ 220,00;Branco;44;F;;;;;;;;
4962;Sapato Feminino;3;07/10/2021;Belo Horizonte - MG;R$ 140,00;Verde;36;M;;;;;;;;
4963;Tênis;5;12/09/2021;São Paulo - SP;R$ 144,00;Verde;40;F;;;;;;;;
4964;Tênis;3;29/11/2021;Salvador -BA;R$ 210,00;Azul;39;F;;;;;;;;
4965;Moda Adulta;2;23/07/2021;Salvador -BA;R$ 212,99;Vermelho;38;F;;;;;;;;
4966;Moda Infantil;5;04/11/2021;Rio de Janeiro - RJ;R$ 199,99;Rosa;12;F;;;;;;;;
4967;Moda Bebe;2;05/12/2021;Campinas - SP;R$ 510,99;Preto;1;M;;;;;;;;
4968;Chinelos;4;15/04/2021;Curitiba - PR;R$ 411,11;Branco;37;M;;;;;;;;
4969;Botas;4;15/02/2021;Cascavel - PR;R$ 436,33;Verde;36;F;;;;;;;;
4970;Tênis;5;01/08/2021;Florianópolis - SC;R$ 476,38;Verde;34;M;;;;;;;;
4971;Sandália;2;18/01/2021;Chapecó - SC;R$ 516,42;Azul;34;F;;;;;;;;
4972;Chinelos;2;08/07/2021;Goiânia - GO;R$ 556,46;Vermelho;35;M;;;;;;;;
4973;Moda Infantil;1;02/12/2021;Maringá - PR;R$ 596,51;Rosa;36;F;;;;;;;;
4974;Sapato Masculino;1;21/03/2021;Araçatuba - SP;R$ 636,55;Preto;22;F;;;;;;;;
4975;Sapato Feminino;5;23/02/2021;Belo Horizonte - MG;R$ 676,60;Branco;44;F;;;;;;;;
4976;Tênis;4;18/11/2021;Salvador -BA;R$ 716,64;Verde;36;F;;;;;;;;
4977;Tênis;3;30/08/2021;Rio de Janeiro - RJ;R$ 756,68;Verde;40;M;;;;;;;;
4978;Moda Adulta;5;03/03/2021;Campinas - SP;R$ 510,99;Azul;39;M;;;;;;;;
4979;Moda Infantil;3;28/02/2021;Curitiba - PR;R$ 411,11;Vermelho;38;F;;;;;;;;
4980;Moda Bebe;2;02/08/2021;Cascavel - PR;R$ 220,00;Rosa;12;M;;;;;;;;
4981;Chinelos;5;21/04/2021;Florianópolis - SC;R$ 140,00;Preto;1;F;;;;;;;;
4982;Botas;2;24/10/2021;Chapecó - SC;R$ 144,00;Branco;37;M;;;;;;;;
4983;Tênis;4;29/11/2021;Goiânia - GO;R$ 210,00;Verde;36;F;;;;;;;;
4984;Sandália;4;10/12/2021;Maringá - PR;R$ 212,99;Verde;34;F;;;;;;;;
4985;Chinelos;5;23/02/2021;Araçatuba - SP;R$ 199,99;Azul;34;F;;;;;;;;
4986;Moda Infantil;2;08/10/2021;Belo Horizonte - MG;R$ 510,99;Vermelho;35;F;;;;;;;;
4987;Sapato Masculino;2;05/04/2021;São Paulo - SP;R$ 411,11;Rosa;36;M;;;;;;;;
4988;Sapato Feminino;1;11/08/2021;Salvador -BA;R$ 436,33;Preto;22;M;;;;;;;;
4989;Tênis;1;08/11/2021;Rio de Janeiro - RJ;R$ 476,38;Branco;44;F;;;;;;;;
4990;Tênis;5;31/12/2021;Campinas - SP;R$ 516,42;Verde;36;M;;;;;;;;
4991;Moda Adulta;4;26/05/2021;Curitiba - PR;R$ 556,46;Verde;40;F;;;;;;;;
4992;Moda Infantil;3;29/09/2021;Cascavel - PR;R$ 596,51;Azul;39;M;;;;;;;;
4993;Moda Bebe;5;14/02/2021;Florianópolis - SC;R$ 636,55;Vermelho;38;F;;;;;;;;
4994;Chinelos;3;23/03/2021;Chapecó - SC;R$ 676,60;Rosa;12;F;;;;;;;;
4995;Botas;2;26/08/2021;Goiânia - GO;R$ 716,64;Preto;1;F;;;;;;;;
4996;Tênis;5;04/05/2021;Maringá - PR;R$ 756,68;Branco;37;F;;;;;;;;
4997;Sandália;2;14/02/2021;Araçatuba - SP;R$ 510,99;Verde;36;M;;;;;;;;
4998;Chinelos;4;04/10/2021;Belo Horizonte - MG;R$ 411,11;Verde;34;M;;;;;;;;
4999;Moda Infantil;4;24/01/2021;São Paulo - SP;R$ 220,00;Azul;34;F;;;;;;;;
5000;Sapato Masculino;5;23/06/2021;Salvador -BA;R$ 140,00;Vermelho;35;M;;;;;;;;
5001;Sapato Feminino;2;21/08/2021;Rio de Janeiro - RJ;R$ 144,00;Rosa;36;F;;;;;;;;
5002;Moda Bebe;2;14/02/2021;Campinas - SP;R$ 210,00;Preto;22;M;;;;;;;;
5003;Chinelos;1;16/12/2021;Curitiba - PR;R$ 212,99;Branco;44;F;;;;;;;;
5004;Botas;1;13/07/2021;Cascavel - PR;R$ 199,99;Verde;36;F;;;;;;;;
5005;Tênis;5;19/04/2021;Florianópolis - SC;R$ 510,99;Verde;40;F;;;;;;;;
5006;Sandália;4;10/10/2021;Chapecó - SC;R$ 411,11;Azul;39;F;;;;;;;;
5007;Chinelos;3;29/07/2021;Goiânia - GO;R$ 436,33;Vermelho;38;M;;;;;;;;
5008;Moda Infantil;5;24/03/2021;Maringá - PR;R$ 476,38;Rosa;12;M;;;;;;;;
5009;Sapato Masculino;3;22/12/2021;Araçatuba - SP;R$ 516,42;Preto;1;F;;;;;;;;
5010;Tênis;2;26/02/2021;Belo Horizonte - MG;R$ 556,46;Branco;37;M;;;;;;;;
5011;Sandália;5;03/05/2021;São Paulo - SP;R$ 596,51;Verde;36;F;;;;;;;;
5012;Chinelos;2;28/11/2021;Salvador -BA;R$ 636,55;Verde;34;M;;;;;;;;
5013;Moda Infantil;4;23/09/2021;Rio de Janeiro - RJ;R$ 676,60;Azul;34;F;;;;;;;;
5014;Sapato Masculino;4;20/03/2021;Campinas - SP;R$ 716,64;Vermelho;35;F;;;;;;;;
5015;Sapato Feminino;5;21/03/2021;Curitiba - PR;R$ 756,68;Rosa;36;F;;;;;;;;
5016;Tênis;2;28/10/2021;Cascavel - PR;R$ 510,99;Preto;22;F;;;;;;;;
5017;Tênis;2;03/02/2021;Florianópolis - SC;R$ 411,11;Branco;44;M;;;;;;;;
5018;Moda Adulta;1;30/11/2021;Chapecó - SC;R$ 220,00;Verde;36;M;;;;;;;;
5019;Moda Infantil;1;23/08/2021;Goiânia - GO;R$ 140,00;Verde;40;F;;;;;;;;
5020;Moda Bebe;5;07/12/2021;Maringá - PR;R$ 144,00;Azul;39;M;;;;;;;;
5021;Chinelos;4;06/11/2021;Araçatuba - SP;R$ 210,00;Vermelho;38;F;;;;;;;;
5022;Botas;3;25/03/2021;Belo Horizonte - MG;R$ 212,99;Rosa;12;M;;;;;;;;
5023;Tênis;5;03/02/2021;São Paulo - SP;R$ 199,99;Preto;41;F;;;;;;;;
5024;Sandália;3;07/05/2021;Salvador -BA;R$ 510,99;Branco;37;F;;;;;;;;
5025;Chinelos;2;20/11/2021;Rio de Janeiro - RJ;R$ 411,11;Verde;36;F;;;;;;;;
5026;Moda Infantil;5;21/04/2021;Campinas - SP;R$ 436,33;Verde;34;F;;;;;;;;
5027;Sapato Masculino;2;22/03/2021;Curitiba - PR;R$ 476,38;Azul;34;M;;;;;;;;
5028;Sapato Feminino;4;16/06/2021;Cascavel - PR;R$ 516,42;Vermelho;35;M;;;;;;;;
5029;Tênis;4;15/04/2021;Florianópolis - SC;R$ 556,46;Rosa;36;F;;;;;;;;
5030;Tênis;5;05/07/2021;Chapecó - SC;R$ 596,51;Preto;22;M;;;;;;;;
5031;Moda Adulta;2;23/02/2021;Goiânia - GO;R$ 636,55;Branco;44;F;;;;;;;;
5032;Moda Bebe;2;10/04/2021;Maringá - PR;R$ 676,60;Verde;36;M;;;;;;;;
5033;Chinelos;1;19/11/2021;Araçatuba - SP;R$ 716,64;Verde;40;F;;;;;;;;
5034;Botas;1;10/03/2021;Belo Horizonte - MG;R$ 756,68;Azul;39;F;;;;;;;;
5035;Tênis;5;21/03/2021;São Paulo - SP;R$ 540,18;Vermelho;38;F;;;;;;;;
5036;Sandália;4;01/04/2021;Salvador -BA;R$ 543,13;Rosa;12;F;;;;;;;;
5037;Chinelos;3;26/09/2021;Rio de Janeiro - RJ;R$ 546,09;Preto;1;M;;;;;;;;
5038;Moda Infantil;5;24/06/2021;Campinas - SP;R$ 140,00;Branco;37;M;;;;;;;;
5039;Sapato Masculino;3;08/06/2021;Curitiba - PR;R$ 144,00;Verde;36;F;;;;;;;;
5040;Sapato Feminino;2;11/07/2021;Cascavel - PR;R$ 210,00;Verde;34;M;;;;;;;;
5041;Tênis;5;02/02/2021;Florianópolis - SC;R$ 212,99;Azul;34;F;;;;;;;;
5042;Tênis;2;12/09/2021;Chapecó - SC;R$ 247,99;Vermelho;35;M;;;;;;;;
5043;Sandália;4;03/06/2021;Goiânia - GO;R$ 276,49;Rosa;36;F;;;;;;;;
5044;Chinelos;4;08/03/2021;Maringá - PR;R$ 304,98;Preto;22;F;;;;;;;;
5045;Moda Infantil;5;25/03/2021;Araçatuba - SP;R$ 333,48;Branco;44;F;;;;;;;;
5046;Sapato Masculino;2;05/12/2021;Belo Horizonte - MG;R$ 361,98;Verde;36;F;;;;;;;;
5047;Tênis;2;09/02/2021;São Paulo - SP;R$ 220,00;Verde;40;M;;;;;;;;
5048;Sandália;1;27/06/2021;Salvador -BA;R$ 140,00;Azul;39;M;;;;;;;;
5049;Chinelos;1;05/05/2021;Rio de Janeiro - RJ;R$ 144,00;Vermelho;38;F;;;;;;;;
5050;Moda Infantil;5;27/11/2021;Campinas - SP;R$ 210,00;Rosa;12;M;;;;;;;;
5051;Sapato Masculino;4;14/10/2021;Curitiba - PR;R$ 212,99;Preto;1;F;;;;;;;;
5052;Sapato Feminino;3;25/08/2021;Cascavel - PR;R$ 199,99;Branco;37;M;;;;;;;;
5053;Tênis;5;07/06/2021;Florianópolis - SC;R$ 510,99;Verde;36;F;;;;;;;;
5054;Tênis;3;11/04/2021;Chapecó - SC;R$ 411,11;Verde;34;F;;;;;;;;
5055;Moda Adulta;2;01/11/2021;Goiânia - GO;R$ 220,00;Azul;34;F;;;;;;;;
5056;Moda Infantil;5;08/11/2021;Maringá - PR;R$ 140,00;Vermelho;35;F;;;;;;;;
5057;Moda Bebe;2;20/08/2021;Araçatuba - SP;R$ 144,00;Rosa;36;M;;;;;;;;
5058;Chinelos;4;21/08/2021;Belo Horizonte - MG;R$ 210,00;Preto;22;M;;;;;;;;
5059;Botas;4;26/09/2021;São Paulo - SP;R$ 212,99;Branco;44;F;;;;;;;;
5060;Tênis;5;18/11/2021;Salvador -BA;R$ 199,99;Verde;36;M;;;;;;;;
5061;Sandália;2;05/02/2021;Rio de Janeiro - RJ;R$ 510,99;Verde;40;F;;;;;;;;
5062;Chinelos;2;13/11/2021;Campinas - SP;R$ 411,11;Azul;39;M;;;;;;;;
5063;Moda Infantil;1;14/11/2021;Curitiba - PR;R$ 220,00;Vermelho;38;F;;;;;;;;
5064;Sapato Masculino;1;30/07/2021;Cascavel - PR;R$ 140,00;Rosa;12;F;;;;;;;;
5065;Sapato Feminino;5;28/01/2021;Florianópolis - SC;R$ 144,00;Preto;1;F;;;;;;;;
5066;Tênis;4;25/06/2021;Chapecó - SC;R$ 210,00;Branco;37;F;;;;;;;;
5067;Tênis;3;14/01/2021;Goiânia - GO;R$ 212,99;Verde;36;M;;;;;;;;
5068;Moda Adulta;5;12/10/2021;Maringá - PR;R$ 199,99;Verde;34;M;;;;;;;;
